orderid,orderdate,region,salesperson,category,product,units,unitprice,revenue,customertype,month,revenue_category
ORD04387,2024-01-20,North,Rahul,Grocery,Sugar,26,1323.75,34417.5,Retail,1,Medium Revenue
ORD04388,2024-02-28,South,Amit,Furniture,Cabinet,48,1990.42,95540.16,Wholesale,2,High Revenue
ORD04389,2025-11-28,East,Sneha,Furniture,Table,23,1586.17,36481.91,Retail,11,Medium Revenue
ORD04390,2025-05-25,West,Priya,Furniture,Desk,6,1883.77,11302.62,Retail,5,Low Revenue
ORD04391,2025-06-09,North,Sneha,Clothing,Jeans,35,1303.87,45635.45,Retail,6,Medium Revenue
ORD04392,2024-01-22,North,Arjun,Furniture,Chair,46,14.77,679.42,Retail,1,Low Revenue
ORD04393,2025-04-07,East,Rahul,Grocery,Oil,49,1282.68,62851.32,Retail,4,High Revenue
ORD04394,2024-04-23,South,Rahul,Electronics,Tablet,41,576.81,23649.21,Wholesale,4,Low Revenue
ORD04395,2024-07-25,West,Rahul,Clothing,Jacket,15,31.87,478.05,Wholesale,7,Low Revenue
ORD04396,2025-04-12,South,Divya,Electronics,Laptop,8,1468.2,11745.6,Wholesale,4,Low Revenue
ORD04397,2025-03-13,West,Sneha,Grocery,Milk,22,1325.05,29151.1,Wholesale,3,Low Revenue
ORD04398,2025-09-03,North,Meena,Grocery,Oil,22,1750.19,38504.18,Retail,9,Medium Revenue
ORD04399,2024-07-20,East,Sneha,Electronics,Laptop,50,1101.72,55086.0,Retail,7,High Revenue
ORD04400,2025-10-29,North,Priya,Furniture,Desk,27,1803.15,48685.05,Wholesale,10,Medium Revenue
ORD04401,2025-12-06,West,Sneha,Grocery,Rice,7,579.2,4054.4,Wholesale,12,Low Revenue
ORD04402,2024-03-15,East,Divya,Furniture,Desk,13,688.03,8944.39,Retail,3,Low Revenue
ORD04403,2024-07-22,West,Divya,Electronics,Laptop,44,1039.83,45752.52,Retail,7,Medium Revenue
ORD04404,2024-12-09,West,Arjun,Electronics,Tablet,9,1043.35,9390.15,Wholesale,12,Low Revenue
ORD04405,2025-01-20,South,Sneha,Clothing,Jacket,6,50.7,304.2,Retail,1,Low Revenue
ORD04406,2024-11-14,East,Rahul,Grocery,Oil,20,1240.95,24819.0,Retail,11,Low Revenue
ORD04407,2024-02-21,North,Amit,Electronics,Monitor,28,1254.74,35132.72,Retail,2,Medium Revenue
ORD04408,2025-12-23,North,Sneha,Furniture,Desk,39,482.36,18812.04,Wholesale,12,Low Revenue
ORD04409,2024-10-22,West,Meena,Furniture,Chair,9,1510.2,13591.8,Retail,10,Low Revenue
ORD04410,2025-04-26,East,Arjun,Grocery,Milk,17,139.54,2372.18,Retail,4,Low Revenue
ORD04411,2024-05-05,North,Karthik,Electronics,Monitor,37,1477.07,54651.59,Retail,5,High Revenue
ORD04412,2025-12-23,North,Divya,Clothing,Jeans,2,329.93,659.86,Retail,12,Low Revenue
ORD04413,2025-10-31,West,Sneha,Clothing,Shirt,15,774.23,11613.45,Wholesale,10,Low Revenue
ORD04414,2024-10-21,East,Arjun,Clothing,Shoes,28,1080.79,30262.12,Retail,10,Medium Revenue
ORD04415,2025-11-05,West,Arjun,Grocery,Oil,24,1005.69,24136.56,Wholesale,11,Low Revenue
ORD04416,2025-09-20,East,Arjun,Electronics,Tablet,2,1054.22,2108.44,Retail,9,Low Revenue
ORD04417,2025-09-11,South,Meena,Electronics,Tablet,3,997.88,2993.64,Wholesale,9,Low Revenue
ORD04418,2024-02-03,South,Divya,Clothing,Jacket,35,938.3,32840.5,Retail,2,Medium Revenue
ORD04419,2025-08-08,North,Meena,Furniture,Chair,21,917.86,19275.06,Wholesale,8,Low Revenue
ORD04420,2025-06-16,North,Divya,Furniture,Cabinet,1,1197.87,1197.87,Wholesale,6,Low Revenue
ORD04421,2024-04-15,North,Sneha,Grocery,Sugar,13,703.42,9144.46,Wholesale,4,Low Revenue
ORD04422,2024-12-22,East,Karthik,Furniture,Table,12,812.38,9748.56,Retail,12,Low Revenue
ORD04423,2024-01-08,West,Amit,Electronics,Monitor,10,1201.64,12016.4,Wholesale,1,Low Revenue
ORD04424,2024-02-10,South,Arjun,Electronics,Monitor,43,621.76,26735.68,Retail,2,Low Revenue
ORD04425,2024-01-20,West,Arjun,Grocery,Milk,32,1029.59,32946.88,Wholesale,1,Medium Revenue
ORD04426,2024-06-28,West,Divya,Furniture,Chair,10,1249.91,12499.1,Wholesale,6,Low Revenue
ORD04427,2025-05-20,East,Amit,Grocery,Milk,50,1313.94,65697.0,Wholesale,5,High Revenue
ORD04428,2024-09-25,South,Meena,Grocery,Oil,23,482.71,11102.33,Retail,9,Low Revenue
ORD04429,2024-03-09,West,Divya,Clothing,Jacket,7,193.19,1352.33,Retail,3,Low Revenue
ORD04430,2024-12-28,North,Meena,Electronics,Tablet,46,817.41,37600.86,Wholesale,12,Medium Revenue
ORD04431,2025-08-11,West,Amit,Furniture,Desk,11,1312.55,14438.05,Wholesale,8,Low Revenue
ORD04432,2025-01-25,South,Divya,Clothing,Jeans,35,597.19,20901.65,Retail,1,Low Revenue
ORD04433,2024-07-23,East,Priya,Clothing,Jeans,30,803.06,24091.8,Retail,7,Low Revenue
ORD04434,2025-07-25,East,Sneha,Electronics,Phone,21,1546.2,32470.2,Retail,7,Medium Revenue
ORD04435,2024-09-29,North,Karthik,Grocery,Oil,35,282.0,9870.0,Wholesale,9,Low Revenue
ORD04436,2025-03-20,East,Karthik,Grocery,Milk,27,1314.94,35503.38,Wholesale,3,Medium Revenue
ORD04437,2025-10-04,West,Rahul,Furniture,Chair,6,486.78,2920.68,Wholesale,10,Low Revenue
ORD04438,2024-01-08,South,Meena,Clothing,Shoes,43,1724.79,74165.97,Retail,1,High Revenue
ORD04439,2025-08-17,North,Sneha,Furniture,Desk,41,1028.19,42155.79,Wholesale,8,Medium Revenue
ORD04440,2024-12-23,East,Priya,Grocery,Oil,15,1566.02,23490.3,Wholesale,12,Low Revenue
ORD04441,2025-01-23,South,Arjun,Clothing,Jeans,39,880.85,34353.15,Wholesale,1,Medium Revenue
ORD04442,2024-09-20,West,Rahul,Electronics,Tablet,27,868.04,23437.08,Wholesale,9,Low Revenue
ORD04443,2024-11-17,West,Rahul,Furniture,Desk,11,731.82,8050.02,Retail,11,Low Revenue
ORD04444,2025-05-19,East,Divya,Furniture,Table,25,151.41,3785.25,Wholesale,5,Low Revenue
ORD04445,2025-02-02,South,Rahul,Furniture,Table,35,349.7,12239.5,Retail,2,Low Revenue
ORD04446,2024-10-05,East,Arjun,Grocery,Milk,13,1725.03,22425.39,Wholesale,10,Low Revenue
ORD04447,2025-10-04,North,Meena,Clothing,Jeans,31,1944.65,60284.15,Wholesale,10,High Revenue
ORD04448,2024-06-27,East,Meena,Furniture,Chair,28,639.15,17896.2,Wholesale,6,Low Revenue
ORD04449,2024-09-24,North,Priya,Electronics,Monitor,3,987.84,2963.52,Wholesale,9,Low Revenue
ORD04450,2025-01-28,North,Divya,Electronics,Tablet,13,1563.36,20323.68,Wholesale,1,Low Revenue
ORD04451,2025-08-02,East,Priya,Grocery,Rice,26,381.23,9911.98,Retail,8,Low Revenue
ORD04452,2024-04-03,West,Amit,Grocery,Oil,44,406.49,17885.56,Retail,4,Low Revenue
ORD04453,2024-03-01,West,Karthik,Grocery,Milk,19,1092.97,20766.43,Retail,3,Low Revenue
ORD04454,2025-09-08,West,Divya,Electronics,Tablet,37,609.82,22563.34,Wholesale,9,Low Revenue
ORD04455,2025-07-31,East,Divya,Electronics,Monitor,49,963.4,47206.6,Retail,7,Medium Revenue
ORD04456,2025-11-12,South,Karthik,Furniture,Cabinet,15,1778.55,26678.25,Retail,11,Low Revenue
ORD04457,2025-01-01,West,Divya,Electronics,Tablet,2,1154.27,2308.54,Retail,1,Low Revenue
ORD04458,2024-03-22,South,Arjun,Grocery,Rice,9,212.47,1912.23,Wholesale,3,Low Revenue
ORD04459,2025-12-20,North,Rahul,Furniture,Table,24,1675.57,40213.68,Wholesale,12,Medium Revenue
ORD04460,2024-04-24,West,Sneha,Grocery,Sugar,24,1673.12,40154.88,Wholesale,4,Medium Revenue
ORD04461,2024-11-11,East,Arjun,Electronics,Phone,35,1056.07,36962.45,Retail,11,Medium Revenue
ORD04462,2025-07-12,East,Meena,Clothing,Shoes,48,1839.83,88311.84,Wholesale,7,High Revenue
ORD04463,2025-04-10,South,Karthik,Furniture,Table,47,1749.13,82209.11,Retail,4,High Revenue
ORD04464,2025-03-04,East,Sneha,Clothing,Shoes,36,1840.94,66273.84,Retail,3,High Revenue
ORD04465,2024-08-17,East,Arjun,Clothing,Shirt,7,1884.66,13192.62,Wholesale,8,Low Revenue
ORD04466,2025-02-02,North,Priya,Grocery,Oil,9,1616.16,14545.44,Wholesale,2,Low Revenue
ORD04467,2025-02-24,East,Priya,Furniture,Table,1,1128.86,1128.86,Retail,2,Low Revenue
ORD04468,2025-03-08,North,Arjun,Clothing,Jacket,10,451.93,4519.3,Retail,3,Low Revenue
ORD04469,2025-08-18,East,Amit,Clothing,Jeans,38,889.35,33795.3,Wholesale,8,Medium Revenue
ORD04470,2025-12-24,East,Priya,Grocery,Oil,15,928.95,13934.25,Wholesale,12,Low Revenue
ORD04471,2024-06-20,South,Priya,Electronics,Tablet,41,1021.42,41878.22,Retail,6,Medium Revenue
ORD04472,2025-11-05,East,Karthik,Grocery,Sugar,2,105.73,211.46,Retail,11,Low Revenue
ORD04473,2025-04-30,South,Meena,Clothing,Shirt,21,1244.35,26131.35,Wholesale,4,Low Revenue
ORD04474,2025-04-02,East,Karthik,Electronics,Monitor,49,27.27,1336.23,Wholesale,4,Low Revenue
ORD04475,2024-05-29,East,Arjun,Furniture,Cabinet,38,392.41,14911.58,Retail,5,Low Revenue
ORD04476,2025-03-25,East,Sneha,Grocery,Oil,35,282.12,9874.2,Wholesale,3,Low Revenue
ORD04477,2024-01-22,South,Amit,Electronics,Laptop,16,603.82,9661.12,Retail,1,Low Revenue
ORD04478,2025-07-27,North,Divya,Furniture,Cabinet,49,1452.74,71184.26,Wholesale,7,High Revenue
ORD04479,2024-03-27,South,Karthik,Grocery,Sugar,49,1322.44,64799.56,Retail,3,High Revenue
ORD04480,2024-11-27,South,Karthik,Electronics,Laptop,47,318.8,14983.6,Retail,11,Low Revenue
ORD04481,2025-03-23,South,Sneha,Furniture,Cabinet,22,1941.47,42712.34,Wholesale,3,Medium Revenue
ORD04482,2024-09-16,North,Sneha,Grocery,Sugar,43,726.61,31244.23,Wholesale,9,Medium Revenue
ORD04483,2024-04-11,East,Rahul,Grocery,Rice,31,1955.7,60626.7,Wholesale,4,High Revenue
ORD04484,2025-12-07,North,Rahul,Electronics,Laptop,8,1474.18,11793.44,Retail,12,Low Revenue
ORD04485,2024-12-17,North,Priya,Clothing,Shoes,47,83.72,3934.84,Wholesale,12,Low Revenue
ORD04486,2025-07-22,South,Karthik,Grocery,Rice,2,320.46,640.92,Wholesale,7,Low Revenue
ORD04487,2024-06-21,East,Rahul,Furniture,Chair,15,1219.87,18298.05,Wholesale,6,Low Revenue
ORD04488,2024-03-25,West,Sneha,Clothing,Shoes,41,1238.5,50778.5,Retail,3,High Revenue
ORD04489,2024-02-13,West,Meena,Grocery,Milk,29,109.3,3169.7,Wholesale,2,Low Revenue
ORD04490,2025-09-03,East,Priya,Grocery,Sugar,24,1835.77,44058.48,Retail,9,Medium Revenue
ORD04491,2025-03-15,North,Amit,Furniture,Desk,16,1268.26,20292.16,Retail,3,Low Revenue
ORD04492,2024-10-15,West,Sneha,Electronics,Laptop,50,1002.01,50100.5,Wholesale,10,High Revenue
ORD04493,2024-05-22,North,Karthik,Furniture,Table,24,1370.34,32888.16,Wholesale,5,Medium Revenue
ORD04494,2025-07-06,South,Priya,Clothing,Jeans,19,1716.11,32606.09,Wholesale,7,Medium Revenue
ORD04495,2025-10-23,South,Priya,Clothing,Jacket,14,470.99,6593.86,Wholesale,10,Low Revenue
ORD04496,2025-10-07,North,Rahul,Grocery,Sugar,40,334.97,13398.8,Wholesale,10,Low Revenue
ORD04497,2024-07-31,South,Rahul,Grocery,Sugar,32,1977.19,63270.08,Retail,7,High Revenue
ORD04498,2025-05-13,South,Divya,Electronics,Tablet,22,757.5,16665.0,Retail,5,Low Revenue
ORD04499,2024-12-25,West,Arjun,Furniture,Chair,16,1832.56,29320.96,Retail,12,Low Revenue
ORD04500,2025-08-23,North,Priya,Furniture,Chair,41,1763.28,72294.48,Wholesale,8,High Revenue
ORD04501,2025-01-16,East,Meena,Grocery,Rice,44,1853.46,81552.24,Retail,1,High Revenue
ORD04502,2025-08-20,South,Sneha,Electronics,Laptop,14,1158.9,16224.6,Wholesale,8,Low Revenue
ORD04503,2025-03-04,East,Sneha,Furniture,Table,22,516.64,11366.08,Retail,3,Low Revenue
ORD04504,2024-06-14,North,Amit,Grocery,Rice,27,1271.17,34321.59,Retail,6,Medium Revenue
ORD04505,2025-07-15,East,Sneha,Furniture,Desk,43,1123.69,48318.67,Wholesale,7,Medium Revenue
ORD04506,2024-10-27,West,Divya,Furniture,Table,34,1749.13,59470.42,Wholesale,10,High Revenue
ORD04507,2025-07-01,South,Sneha,Furniture,Table,45,1229.88,55344.6,Retail,7,High Revenue
ORD04508,2025-05-11,East,Priya,Electronics,Phone,41,1624.11,66588.51,Retail,5,High Revenue
ORD04509,2025-02-02,South,Rahul,Clothing,Shirt,29,469.29,13609.41,Retail,2,Low Revenue
ORD04510,2024-11-06,North,Meena,Grocery,Rice,43,689.93,29666.99,Wholesale,11,Low Revenue
ORD04511,2025-04-28,North,Priya,Electronics,Laptop,9,500.14,4501.26,Retail,4,Low Revenue
ORD04512,2024-08-05,North,Arjun,Clothing,Jeans,24,1125.88,27021.12,Wholesale,8,Low Revenue
ORD04513,2024-07-27,South,Sneha,Furniture,Table,41,1516.99,62196.59,Retail,7,High Revenue
ORD04514,2024-01-02,North,Amit,Grocery,Oil,49,634.4,31085.6,Retail,1,Medium Revenue
ORD04515,2024-03-31,West,Priya,Clothing,Shoes,40,115.03,4601.2,Wholesale,3,Low Revenue
ORD04516,2024-09-13,South,Meena,Electronics,Phone,31,1460.53,45276.43,Wholesale,9,Medium Revenue
ORD04517,2025-03-16,East,Priya,Furniture,Chair,43,1925.36,82790.48,Wholesale,3,High Revenue
ORD04518,2025-12-18,South,Sneha,Grocery,Oil,8,1324.64,10597.12,Wholesale,12,Low Revenue
ORD04519,2024-03-20,North,Meena,Clothing,Shoes,12,1210.11,14521.32,Retail,3,Low Revenue
ORD04520,2024-06-24,West,Priya,Clothing,Shoes,16,512.82,8205.12,Wholesale,6,Low Revenue
ORD04521,2025-04-24,West,Meena,Electronics,Phone,46,1770.08,81423.68,Wholesale,4,High Revenue
ORD04522,2024-12-31,North,Sneha,Clothing,Shoes,34,756.77,25730.18,Retail,12,Low Revenue
ORD04523,2024-04-21,South,Karthik,Electronics,Monitor,2,187.38,374.76,Wholesale,4,Low Revenue
ORD04524,2024-01-26,East,Divya,Grocery,Sugar,20,1700.03,34000.6,Wholesale,1,Medium Revenue
ORD04525,2024-09-14,West,Karthik,Electronics,Laptop,7,379.11,2653.77,Wholesale,9,Low Revenue
ORD04526,2024-08-15,East,Divya,Grocery,Milk,35,799.8,27993.0,Retail,8,Low Revenue
ORD04527,2024-06-17,East,Amit,Furniture,Desk,46,228.36,10504.56,Wholesale,6,Low Revenue
ORD04528,2025-12-02,West,Amit,Furniture,Cabinet,7,1517.76,10624.32,Retail,12,Low Revenue
ORD04529,2024-07-08,South,Meena,Grocery,Milk,15,1176.79,17651.85,Retail,7,Low Revenue
ORD04530,2025-09-12,West,Priya,Electronics,Monitor,44,85.39,3757.16,Wholesale,9,Low Revenue
ORD04531,2025-06-19,North,Amit,Furniture,Table,40,1214.83,48593.2,Retail,6,Medium Revenue
ORD04532,2024-12-12,East,Divya,Clothing,Jacket,4,113.14,452.56,Wholesale,12,Low Revenue
ORD04533,2025-09-28,West,Meena,Grocery,Oil,32,1676.68,53653.76,Retail,9,High Revenue
ORD04534,2024-11-13,South,Meena,Furniture,Chair,4,1042.57,4170.28,Retail,11,Low Revenue
ORD04535,2025-12-23,East,Rahul,Electronics,Laptop,25,1902.29,47557.25,Wholesale,12,Medium Revenue
ORD04536,2024-09-10,South,Arjun,Furniture,Table,7,1110.22,7771.54,Wholesale,9,Low Revenue
ORD04537,2024-11-12,North,Amit,Furniture,Cabinet,44,1040.5,45782.0,Retail,11,Medium Revenue
ORD04538,2025-09-19,West,Priya,Clothing,Jeans,7,89.99,629.93,Wholesale,9,Low Revenue
ORD04539,2024-12-13,North,Priya,Electronics,Tablet,27,939.76,25373.52,Retail,12,Low Revenue
ORD04540,2025-02-02,East,Karthik,Grocery,Sugar,20,923.24,18464.8,Retail,2,Low Revenue
ORD04541,2025-03-20,North,Meena,Grocery,Milk,16,227.49,3639.84,Wholesale,3,Low Revenue
ORD04542,2025-05-20,North,Divya,Grocery,Sugar,32,96.65,3092.8,Wholesale,5,Low Revenue
ORD04543,2025-06-26,West,Meena,Grocery,Sugar,39,635.27,24775.53,Wholesale,6,Low Revenue
ORD04544,2024-02-22,West,Karthik,Clothing,Jacket,47,351.81,16535.07,Retail,2,Low Revenue
ORD04545,2024-03-08,East,Priya,Clothing,Jeans,37,267.42,9894.54,Wholesale,3,Low Revenue
ORD04546,2025-05-02,West,Amit,Electronics,Laptop,12,1859.38,22312.56,Wholesale,5,Low Revenue
ORD04547,2025-03-27,East,Rahul,Furniture,Chair,5,549.12,2745.6,Retail,3,Low Revenue
ORD04548,2025-01-10,East,Rahul,Clothing,Shirt,39,751.1,29292.9,Retail,1,Low Revenue
ORD04549,2025-05-19,East,Karthik,Clothing,Shoes,26,444.63,11560.38,Retail,5,Low Revenue
ORD04550,2025-09-29,East,Arjun,Electronics,Phone,36,1637.33,58943.88,Wholesale,9,High Revenue
ORD04551,2025-12-08,South,Amit,Electronics,Phone,4,689.86,2759.44,Retail,12,Low Revenue
ORD04552,2024-10-28,East,Karthik,Grocery,Milk,8,472.8,3782.4,Wholesale,10,Low Revenue
ORD04553,2025-07-16,West,Rahul,Furniture,Table,1,799.12,799.12,Wholesale,7,Low Revenue
ORD04554,2024-01-24,West,Priya,Furniture,Table,16,39.4,630.4,Retail,1,Low Revenue
ORD04555,2025-09-11,West,Arjun,Grocery,Rice,6,1799.31,10795.86,Retail,9,Low Revenue
ORD04556,2024-02-05,West,Sneha,Grocery,Rice,46,415.77,19125.42,Retail,2,Low Revenue
ORD04557,2025-01-15,South,Arjun,Clothing,Jeans,17,1712.31,29109.27,Retail,1,Low Revenue
ORD04558,2025-07-19,South,Rahul,Electronics,Tablet,45,1164.65,52409.25,Retail,7,High Revenue
ORD04559,2025-12-31,North,Rahul,Furniture,Cabinet,47,399.58,18780.26,Retail,12,Low Revenue
ORD04560,2025-04-27,North,Arjun,Electronics,Monitor,8,1183.3,9466.4,Wholesale,4,Low Revenue
ORD04561,2024-10-18,West,Rahul,Clothing,Shirt,18,793.22,14277.96,Wholesale,10,Low Revenue
ORD04562,2024-03-18,South,Rahul,Furniture,Chair,7,918.77,6431.39,Retail,3,Low Revenue
ORD04563,2024-09-30,North,Sneha,Clothing,Shoes,20,772.14,15442.8,Retail,9,Low Revenue
ORD04564,2024-08-11,North,Sneha,Clothing,Shirt,24,1399.87,33596.88,Retail,8,Medium Revenue
ORD04565,2024-10-01,South,Karthik,Electronics,Laptop,28,980.32,27448.96,Wholesale,10,Low Revenue
ORD04566,2024-01-20,West,Amit,Grocery,Milk,46,1039.46,47815.16,Wholesale,1,Medium Revenue
ORD04567,2025-05-21,East,Divya,Grocery,Milk,27,810.54,21884.58,Wholesale,5,Low Revenue
ORD04568,2024-10-01,East,Meena,Electronics,Tablet,4,1053.95,4215.8,Wholesale,10,Low Revenue
ORD04569,2025-04-09,North,Arjun,Furniture,Cabinet,46,1004.6,46211.6,Retail,4,Medium Revenue
ORD04570,2024-05-22,East,Karthik,Electronics,Laptop,20,318.01,6360.2,Wholesale,5,Low Revenue
ORD04571,2024-09-25,West,Arjun,Electronics,Laptop,28,456.86,12792.08,Wholesale,9,Low Revenue
ORD04572,2024-07-06,West,Rahul,Grocery,Milk,11,1159.37,12753.07,Wholesale,7,Low Revenue
ORD04573,2024-12-21,East,Sneha,Furniture,Chair,31,354.61,10992.91,Wholesale,12,Low Revenue
ORD04574,2024-11-12,North,Priya,Clothing,Jacket,19,1472.63,27979.97,Wholesale,11,Low Revenue
ORD04575,2025-05-26,North,Divya,Clothing,Jeans,25,1619.35,40483.75,Retail,5,Medium Revenue
ORD04576,2025-05-23,North,Karthik,Electronics,Tablet,14,440.96,6173.44,Wholesale,5,Low Revenue
ORD04577,2025-04-02,West,Priya,Clothing,Jacket,37,672.15,24869.55,Wholesale,4,Low Revenue
ORD04578,2025-05-07,West,Arjun,Furniture,Desk,45,379.5,17077.5,Retail,5,Low Revenue
ORD04579,2024-08-30,North,Sneha,Clothing,Shoes,6,1157.96,6947.76,Wholesale,8,Low Revenue
ORD04580,2024-06-13,South,Karthik,Electronics,Tablet,46,112.1,5156.6,Retail,6,Low Revenue
ORD04581,2025-07-28,South,Sneha,Electronics,Tablet,10,971.87,9718.7,Wholesale,7,Low Revenue
ORD04582,2025-06-30,South,Priya,Furniture,Cabinet,24,1519.48,36467.52,Wholesale,6,Medium Revenue
ORD04583,2025-11-13,East,Meena,Furniture,Table,6,361.99,2171.94,Wholesale,11,Low Revenue
ORD04584,2024-02-04,West,Rahul,Clothing,Jeans,13,1140.46,14825.98,Wholesale,2,Low Revenue
ORD04585,2024-08-25,South,Sneha,Furniture,Chair,15,960.88,14413.2,Retail,8,Low Revenue
ORD04586,2025-02-27,West,Arjun,Clothing,Jacket,47,1560.84,73359.48,Retail,2,High Revenue
ORD04587,2025-11-03,West,Priya,Clothing,Jeans,15,462.28,6934.2,Retail,11,Low Revenue
ORD04588,2024-04-02,South,Sneha,Furniture,Cabinet,26,1993.58,51833.08,Retail,4,High Revenue
ORD04589,2024-03-23,North,Sneha,Clothing,Jeans,32,1940.84,62106.88,Wholesale,3,High Revenue
ORD04590,2025-10-29,South,Amit,Electronics,Phone,13,1244.77,16182.01,Retail,10,Low Revenue
ORD04591,2024-11-17,North,Rahul,Electronics,Phone,29,1086.88,31519.52,Wholesale,11,Medium Revenue
ORD04592,2024-05-13,South,Divya,Electronics,Tablet,3,227.66,682.98,Retail,5,Low Revenue
ORD04593,2024-01-17,North,Amit,Furniture,Chair,28,1705.38,47750.64,Retail,1,Medium Revenue
ORD04594,2025-10-19,South,Amit,Clothing,Shoes,20,756.47,15129.4,Wholesale,10,Low Revenue
ORD04595,2024-01-21,North,Rahul,Grocery,Oil,46,1733.27,79730.42,Retail,1,High Revenue
ORD04596,2024-10-28,South,Karthik,Clothing,Shirt,33,1387.83,45798.39,Retail,10,Medium Revenue
ORD04597,2025-07-09,South,Arjun,Clothing,Shirt,40,198.6,7944.0,Retail,7,Low Revenue
ORD04598,2024-08-30,North,Meena,Furniture,Desk,46,369.48,16996.08,Wholesale,8,Low Revenue
ORD04599,2024-07-11,North,Arjun,Grocery,Sugar,28,1273.15,35648.2,Wholesale,7,Medium Revenue
ORD04600,2024-07-22,West,Meena,Grocery,Oil,21,993.98,20873.58,Wholesale,7,Low Revenue
ORD04601,2024-11-03,North,Rahul,Grocery,Oil,37,1892.86,70035.82,Wholesale,11,High Revenue
ORD04602,2024-05-19,East,Sneha,Furniture,Desk,21,366.34,7693.14,Wholesale,5,Low Revenue
ORD04603,2024-09-06,West,Karthik,Clothing,Shirt,17,1715.23,29158.91,Wholesale,9,Low Revenue
ORD04604,2025-02-11,West,Divya,Furniture,Table,24,1431.35,34352.4,Retail,2,Medium Revenue
ORD04605,2025-06-28,South,Sneha,Electronics,Laptop,4,1236.85,4947.4,Retail,6,Low Revenue
ORD04606,2025-04-05,South,Divya,Clothing,Shoes,11,492.49,5417.39,Wholesale,4,Low Revenue
ORD04607,2025-03-24,North,Sneha,Furniture,Table,25,1254.78,31369.5,Wholesale,3,Medium Revenue
ORD04608,2024-09-26,North,Meena,Furniture,Chair,21,194.22,4078.62,Wholesale,9,Low Revenue
ORD04609,2024-04-23,West,Karthik,Clothing,Jeans,42,1572.7,66053.4,Wholesale,4,High Revenue
ORD04610,2024-11-29,South,Priya,Furniture,Chair,25,595.21,14880.25,Retail,11,Low Revenue
ORD04611,2024-06-27,North,Rahul,Electronics,Laptop,38,882.43,33532.34,Wholesale,6,Medium Revenue
ORD04612,2024-01-04,South,Karthik,Furniture,Table,31,256.6,7954.6,Wholesale,1,Low Revenue
ORD04613,2025-12-14,North,Sneha,Grocery,Milk,16,1017.71,16283.36,Retail,12,Low Revenue
ORD04614,2024-11-01,North,Arjun,Electronics,Monitor,21,1413.33,29679.93,Retail,11,Low Revenue
ORD04615,2025-06-09,West,Sneha,Clothing,Shoes,48,19.67,944.16,Retail,6,Low Revenue
ORD04616,2025-01-27,West,Sneha,Electronics,Phone,37,997.28,36899.36,Retail,1,Medium Revenue
ORD04617,2025-02-05,East,Sneha,Electronics,Phone,50,1958.25,97912.5,Retail,2,High Revenue
ORD04618,2025-02-27,South,Sneha,Clothing,Shirt,49,1798.58,88130.42,Retail,2,High Revenue
ORD04619,2025-06-14,South,Priya,Electronics,Monitor,2,1072.78,2145.56,Retail,6,Low Revenue
ORD04620,2025-04-25,North,Karthik,Clothing,Jacket,10,30.5,305.0,Wholesale,4,Low Revenue
ORD04621,2024-09-15,South,Amit,Grocery,Milk,19,1761.93,33476.67,Wholesale,9,Medium Revenue
ORD04622,2024-09-25,West,Sneha,Furniture,Cabinet,19,1874.77,35620.63,Retail,9,Medium Revenue
ORD04623,2025-01-05,North,Divya,Grocery,Sugar,6,1476.09,8856.54,Wholesale,1,Low Revenue
ORD04624,2024-02-17,South,Sneha,Clothing,Jacket,30,345.86,10375.8,Retail,2,Low Revenue
ORD04625,2025-08-24,North,Arjun,Clothing,Jeans,30,1888.26,56647.8,Retail,8,High Revenue
ORD04626,2024-01-23,East,Karthik,Grocery,Sugar,16,1755.02,28080.32,Retail,1,Low Revenue
ORD04627,2025-08-06,East,Sneha,Grocery,Sugar,36,579.29,20854.44,Wholesale,8,Low Revenue
ORD04628,2024-02-11,South,Divya,Electronics,Laptop,30,150.58,4517.4,Retail,2,Low Revenue
